ID,Fault_Type,Phase,RMS_Voltage,Peak_Voltage,THD,Duration_ms,DWT_Energy_Level1,DWT_Energy_Level2,DWT_Entropy,Signal_Noise_Ratio_dB,Label
1363,Harmonics,C,232.8,329.23,13.48,127,48.89,31.76,2.39,26.53,4
1364,Transient,B,237.82,416.04,3.25,50,71.34,20.73,1.85,27.49,3
1365,Sag,B,160.14,226.47,1.47,285,76.49,14.52,2.57,21.28,1
1366,Normal,B,222.63,314.85,1.12,299,18.46,32.95,4.67,25.98,0
1367,Normal,C,234.08,331.04,2.78,213,26.81,34.47,2.5,39.65,0
1368,Swell,B,272.47,385.33,3.1,258,36.73,21.22,4.96,35.66,2
1369,Sag,A,158.22,223.76,3.33,120,51.81,45.33,2.09,38.31,1
1370,Transient,A,234.56,376.02,5.67,50,39.98,30.43,2.61,27.92,3
1371,Harmonics,C,236.26,334.12,12.75,221,18.03,8.54,2.7,38.92,4
1372,Sag,A,152.24,215.3,2.15,150,67.86,43.75,2.95,22.69,1
1373,Swell,A,279.69,395.54,2.08,20,36.45,39.02,2.53,28.22,2
1374,Normal,B,228.84,323.63,2.41,195,35.66,45.53,1.52,33.19,0
1375,Swell,C,269.41,381.0,3.55,297,63.5,20.52,1.14,30.83,2
1376,Swell,B,267.88,378.84,2.76,268,16.47,33.55,3.74,30.68,2
1377,Harmonics,B,233.14,329.71,11.07,168,44.89,24.16,1.3,20.63,4
1378,Transient,B,227.71,442.55,2.16,18,50.6,32.16,4.58,37.32,3
1379,Transient,B,236.25,394.03,4.52,17,76.44,36.78,4.95,30.44,3
1380,Normal,B,236.88,335.01,2.38,274,94.66,14.08,2.24,24.81,0
1381,Normal,A,242.36,342.74,1.74,239,35.82,19.49,3.25,25.57,0
1382,Swell,C,260.87,368.93,4.2,290,82.96,23.54,3.99,28.08,2
1383,Sag,B,142.59,201.66,2.51,122,31.69,35.78,1.34,24.89,1
1384,Sag,A,138.07,195.26,2.61,170,94.77,43.24,4.38,38.48,1
1385,Sag,C,144.31,204.09,1.54,176,70.2,34.48,2.78,26.93,1
1386,Harmonics,A,229.5,324.56,10.32,40,16.46,9.24,3.33,21.03,4
1387,Sag,B,141.76,200.48,4.01,254,32.12,37.8,3.99,27.95,1
1388,Harmonics,B,226.52,320.34,5.9,41,65.6,38.82,1.86,34.33,4
1389,Transient,C,230.16,405.36,3.95,221,45.12,17.79,3.93,22.17,3
1390,Sag,B,153.58,217.19,3.82,52,26.29,40.88,2.83,26.57,1
1391,Sag,B,159.46,225.51,2.13,90,80.06,7.54,3.1,21.67,1
1392,Transient,A,229.33,383.43,5.18,40,93.36,41.52,4.31,31.39,3
1393,Sag,C,144.89,204.91,1.68,114,33.28,26.06,1.93,31.77,1
1394,Swell,A,270.61,382.7,3.05,67,43.04,29.54,3.07,21.9,2
1395,Transient,C,228.55,398.42,4.69,237,85.33,21.8,4.5,24.27,3
1396,Normal,A,228.86,323.66,2.18,78,65.2,39.28,3.18,32.55,0
1397,Normal,C,224.8,317.92,1.56,80,62.79,32.59,4.28,26.86,0
1398,Harmonics,A,227.53,321.78,6.27,167,78.61,26.66,3.72,37.95,4
1399,Transient,C,228.44,431.31,3.64,279,48.71,36.1,3.08,39.54,3
1400,Harmonics,A,228.9,323.72,17.56,138,34.8,22.18,2.5,24.88,4
1401,Normal,A,230.74,326.32,1.83,195,83.54,42.12,1.95,26.47,0
1402,Swell,B,254.12,359.37,4.22,40,45.69,27.83,4.98,23.57,2
1403,Transient,A,232.36,345.55,5.25,119,65.01,47.0,1.78,35.29,3
1404,Sag,B,138.5,195.87,3.45,160,95.21,8.51,3.5,28.48,1
1405,Transient,B,236.54,412.52,5.35,164,27.31,17.18,4.42,31.43,3
1406,Normal,C,232.92,329.4,2.03,168,17.55,28.25,1.9,28.22,0
1407,Transient,C,228.24,382.89,6.16,155,40.08,48.19,3.08,28.01,3
1408,Transient,A,220.48,430.47,4.01,40,69.87,37.07,4.53,27.42,3
1409,Sag,A,150.31,212.56,3.53,221,69.97,29.59,1.82,35.1,1
1410,Sag,A,153.1,216.51,3.39,282,17.56,20.28,2.24,39.07,1
1411,Swell,B,271.4,383.82,2.59,239,53.83,24.14,2.7,37.44,2
1412,Swell,C,266.65,377.11,4.07,211,86.3,43.87,3.38,31.49,2
1413,Normal,A,238.9,337.85,2.43,85,36.32,23.1,4.06,24.88,0
1414,Swell,B,285.16,403.28,1.99,143,55.58,44.19,1.85,28.53,2
1415,Sag,B,156.33,221.09,1.59,156,11.07,10.64,2.3,31.3,1
1416,Transient,B,236.23,374.51,5.69,229,73.49,40.87,3.73,24.13,3
1417,Transient,A,238.63,405.69,2.1,86,27.04,32.15,1.13,22.38,3
1418,Transient,A,226.79,366.35,4.55,121,97.89,7.24,1.72,32.95,3
1419,Sag,C,157.56,222.83,2.58,120,95.1,10.11,4.47,22.58,1
1420,Harmonics,B,222.51,314.68,11.58,220,56.03,9.2,4.68,26.88,4
1421,Transient,B,226.16,420.8,3.94,255,16.74,9.96,2.53,38.8,3
1422,Sag,A,146.62,207.35,3.93,217,11.55,47.64,2.47,20.2,1
1423,Sag,A,151.41,214.13,3.17,243,99.52,38.08,1.86,36.93,1
1424,Harmonics,B,229.72,324.88,9.57,284,96.42,17.43,1.99,31.27,4
1425,Sag,B,153.89,217.64,4.6,148,10.32,6.8,1.8,23.72,1
1426,Normal,B,224.27,317.17,2.43,240,18.9,6.91,3.7,30.75,0
1427,Transient,A,228.32,434.55,7.9,39,85.57,24.17,3.58,23.54,3
1428,Sag,A,171.14,242.02,3.42,35,93.08,30.43,2.32,22.81,1
1429,Swell,C,260.65,368.61,1.91,132,83.88,17.41,4.19,25.76,2
1430,Transient,B,233.06,414.85,3.91,180,44.34,27.8,2.07,30.59,3
1431,Normal,A,230.91,326.56,1.34,296,98.12,17.17,3.77,25.07,0
1432,Transient,A,231.83,393.65,4.47,260,42.24,9.46,4.03,31.93,3
1433,Transient,A,233.34,405.66,5.5,11,24.77,7.45,2.32,29.23,3
1434,Transient,A,236.25,394.5,4.07,179,85.2,5.82,4.21,38.94,3
1435,Normal,C,236.59,334.59,2.07,247,49.28,31.18,3.09,26.62,0
1436,Transient,C,222.38,426.19,6.64,75,92.03,27.57,2.45,23.41,3
1437,Sag,A,157.07,222.13,2.82,263,43.9,30.83,1.11,25.26,1
1438,Normal,B,226.02,319.64,1.26,164,20.1,37.7,4.78,32.21,0
1439,Normal,B,227.08,321.13,1.12,228,26.16,10.6,4.66,22.81,0
1440,Swell,A,267.05,377.67,2.85,195,26.97,30.27,3.77,30.64,2
1441,Swell,A,275.22,389.22,4.27,166,76.08,39.09,2.68,25.95,2
1442,Transient,A,227.4,378.13,6.58,14,86.42,15.6,4.74,39.1,3
1443,Swell,C,272.08,384.78,2.51,181,83.94,8.65,2.27,39.33,2
1444,Normal,C,222.89,315.21,1.46,122,18.96,18.79,3.0,24.63,0
1445,Swell,C,264.72,374.38,4.56,23,86.98,35.38,1.68,23.8,2
1446,Transient,C,231.99,399.46,3.76,189,27.92,47.33,4.05,33.92,3
1447,Harmonics,C,229.29,324.26,12.77,234,47.07,37.22,1.44,25.41,4
1448,Harmonics,A,236.21,334.05,9.23,179,48.97,34.1,2.09,27.68,4
1449,Transient,A,235.27,418.88,3.24,255,53.53,37.8,2.77,26.77,3
1450,Sag,C,162.51,229.82,2.31,239,95.3,10.79,1.14,28.29,1
1451,Swell,C,261.54,369.88,4.72,111,96.28,5.96,3.95,39.18,2
1452,Transient,C,234.75,405.35,5.12,97,47.67,43.26,4.73,32.02,3
1453,Transient,B,235.53,395.08,2.99,23,74.77,6.0,3.26,34.95,3
1454,Sag,C,156.12,220.79,1.99,227,15.62,34.36,4.65,27.59,1
1455,Sag,B,150.85,213.33,3.04,95,89.43,15.56,2.05,34.08,1
1456,Sag,A,140.96,199.35,2.61,262,71.1,38.64,1.46,24.55,1
1457,Sag,C,149.71,211.72,2.94,54,75.89,35.75,2.12,33.48,1
1458,Sag,C,149.22,211.02,4.99,76,32.1,34.32,4.33,29.19,1
1459,Harmonics,A,226.72,320.63,10.31,202,47.5,38.47,4.43,26.2,4
1460,Sag,A,130.3,184.27,1.93,239,14.98,41.44,4.94,36.48,1
1461,Harmonics,B,225.9,319.48,5.82,167,50.24,47.03,4.42,22.05,4
1462,Normal,B,230.92,326.57,1.44,65,63.22,15.34,2.91,28.12,0
1463,Sag,A,157.27,222.42,1.53,33,24.78,43.07,4.25,29.53,1
1464,Harmonics,A,224.82,317.95,14.42,283,87.14,15.47,4.22,23.59,4
1465,Harmonics,B,230.96,326.62,9.48,27,69.25,8.58,2.98,27.21,4
1466,Harmonics,C,232.33,328.56,6.37,254,76.03,21.47,2.62,31.07,4
1467,Transient,C,232.06,378.23,9.2,21,98.93,34.65,2.46,29.41,3
1468,Sag,A,167.9,237.45,3.6,48,90.6,20.95,4.81,32.75,1
1469,Transient,C,229.59,416.71,5.5,278,29.81,42.64,3.76,37.4,3
1470,Harmonics,B,232.5,328.81,8.42,24,71.73,30.21,1.82,38.06,4
1471,Harmonics,A,232.0,328.09,5.96,100,54.25,18.29,4.08,27.88,4
1472,Sag,B,146.43,207.09,3.33,41,78.28,33.16,4.27,29.11,1
1473,Sag,C,152.0,214.96,3.56,169,65.68,7.95,3.82,30.87,1
1474,Transient,C,226.96,414.68,2.58,248,77.76,34.6,3.32,30.6,3
1475,Transient,A,228.34,369.43,5.47,112,44.83,27.66,1.76,37.53,3
1476,Sag,C,138.85,196.36,4.07,87,62.17,10.01,1.86,25.59,1
1477,Swell,C,267.92,378.89,3.14,238,69.54,35.99,4.49,20.68,2
1478,Normal,B,222.36,314.47,2.72,193,69.08,12.39,1.22,22.42,0
1479,Harmonics,B,225.57,319.0,11.59,53,27.89,43.46,1.78,23.23,4
1480,Normal,C,231.03,326.72,1.19,35,97.64,6.76,4.78,39.95,0
1481,Sag,C,174.29,246.48,4.22,237,35.38,29.65,1.33,38.31,1
1482,Transient,A,235.17,394.0,6.5,223,33.64,7.01,2.07,21.08,3
1483,Swell,C,267.63,378.48,3.83,189,62.43,29.88,4.44,22.03,2
1484,Harmonics,C,236.78,334.86,10.5,159,82.26,22.98,1.76,35.18,4
1485,Transient,A,229.54,391.65,7.34,163,53.55,41.63,4.82,24.61,3
1486,Transient,C,232.76,397.07,5.93,292,35.7,34.41,3.62,31.85,3
1487,Swell,B,278.4,393.71,3.8,87,36.58,5.96,4.78,23.39,2
1488,Swell,C,273.14,386.28,2.82,141,42.34,7.58,3.56,31.4,2
1489,Normal,A,232.58,328.91,2.16,178,89.72,18.42,3.98,39.8,0
1490,Transient,B,238.39,398.54,4.73,242,22.68,43.41,3.35,37.47,3
1491,Sag,C,140.59,198.82,2.47,145,26.33,10.42,1.57,33.22,1
1492,Transient,B,230.64,409.14,5.95,227,29.97,35.33,1.42,29.08,3
1493,Swell,B,258.22,365.17,3.06,11,40.38,27.47,3.7,39.36,2
1494,Harmonics,A,231.95,328.03,10.22,166,44.35,19.36,4.41,24.4,4
1495,Harmonics,B,244.13,345.25,14.08,17,78.22,49.9,4.6,38.52,4
1496,Sag,B,150.55,212.91,3.44,165,89.98,25.39,2.26,38.82,1
1497,Sag,A,150.44,212.75,4.22,59,26.14,30.8,4.94,25.82,1
1498,Sag,A,148.44,209.92,4.1,56,25.17,33.42,1.34,38.94,1
1499,Normal,C,224.44,317.41,1.2,206,87.87,24.36,3.33,35.15,0
1500,Sag,A,134.26,189.88,3.37,113,94.32,5.05,4.58,26.22,1
1501,Normal,C,227.24,321.36,1.7,155,90.91,9.6,1.57,37.24,0
1502,Harmonics,B,227.41,321.61,11.53,130,40.62,19.32,4.83,35.78,4
1503,Sag,B,146.42,207.07,3.35,288,17.28,34.56,3.62,21.9,1
1504,Sag,A,142.24,201.16,0.91,225,21.76,19.66,3.31,33.53,1
1505,Normal,B,225.75,319.26,1.78,263,16.88,9.31,2.98,36.39,0
1506,Normal,A,226.57,320.42,1.99,257,35.39,43.74,2.95,20.54,0
1507,Transient,A,231.46,373.61,5.85,292,33.69,20.21,1.43,33.94,3
1508,Normal,A,233.32,329.97,1.51,98,17.63,38.37,3.77,25.02,0
1509,Transient,A,225.52,405.73,3.58,123,33.63,38.55,4.91,31.9,3
1510,Harmonics,B,237.13,335.36,9.62,296,45.63,17.22,2.17,22.47,4
1511,Swell,A,245.78,347.59,2.37,296,32.88,16.65,2.95,33.05,2
1512,Transient,B,237.76,367.73,4.91,236,13.13,26.09,2.59,22.74,3
1513,Transient,A,221.89,438.04,5.98,292,84.84,25.86,3.95,22.56,3
1514,Swell,C,269.54,381.18,3.68,220,75.45,42.4,1.5,22.71,2
1515,Swell,A,272.48,385.35,3.54,50,88.25,8.25,4.5,30.49,2
1516,Swell,A,275.81,390.05,4.22,19,89.63,37.57,3.68,35.97,2
1517,Sag,A,157.13,222.22,1.17,138,68.9,28.74,1.92,24.02,1
1518,Swell,B,283.1,400.36,2.33,252,51.96,34.46,1.41,25.07,2
1519,Transient,A,227.26,398.96,4.94,34,93.79,29.88,3.79,31.93,3
1520,Sag,A,146.64,207.39,3.75,225,85.43,28.21,2.51,38.44,1
1521,Swell,B,264.12,373.52,3.09,100,22.53,31.11,4.55,29.47,2
1522,Harmonics,A,232.69,329.07,7.74,222,94.07,14.59,1.41,26.87,4
1523,Sag,A,161.77,228.78,1.79,40,13.24,42.42,3.37,27.16,1
1524,Normal,C,239.08,338.12,1.41,98,35.73,46.27,4.12,24.87,0
1525,Sag,A,154.33,218.25,2.94,283,92.59,8.51,2.71,30.65,1
1526,Normal,C,229.61,324.71,2.23,69,20.53,37.18,1.3,38.34,0
1527,Swell,B,277.94,393.06,5.2,129,34.6,30.98,4.73,20.7,2
1528,Transient,C,224.32,370.33,4.57,271,78.6,28.42,1.82,30.9,3
1529,Sag,C,158.48,224.12,3.8,243,63.97,19.95,1.04,24.0,1
1530,Sag,C,141.36,199.91,2.77,299,72.19,35.72,4.37,22.65,1
1531,Normal,A,223.7,316.36,2.19,204,48.19,46.21,2.99,27.98,0
1532,Transient,B,230.03,417.77,5.98,106,92.46,22.48,3.39,30.01,3
1533,Swell,A,254.73,360.24,4.39,146,61.64,30.93,4.81,28.85,2
1534,Sag,A,160.84,227.46,2.43,220,29.51,31.35,2.39,33.15,1
1535,Normal,B,234.08,331.03,3.16,179,27.17,19.44,2.68,31.88,0
1536,Harmonics,A,226.0,319.61,11.98,106,12.34,11.88,3.51,21.47,4
1537,Swell,A,245.01,346.49,2.91,32,70.52,35.59,2.06,26.61,2
1538,Normal,A,228.86,323.66,1.3,247,54.27,42.01,2.62,39.69,0
1539,Sag,C,154.5,218.5,3.02,182,89.23,48.39,2.3,35.97,1
1540,Harmonics,A,232.65,329.01,8.49,218,66.92,31.68,1.48,26.52,4
1541,Transient,C,224.71,441.02,3.61,220,29.33,13.41,2.82,34.96,3
1542,Transient,C,220.54,410.67,4.93,277,73.18,48.65,2.74,28.12,3
1543,Harmonics,B,224.62,317.66,7.29,140,75.25,5.71,2.16,32.83,4
1544,Swell,B,280.15,396.19,2.27,175,35.42,19.56,2.41,21.27,2
1545,Harmonics,C,232.01,328.12,9.2,121,50.75,28.2,1.53,39.59,4
1546,Sag,A,147.57,208.7,1.52,218,56.9,17.85,1.99,35.18,1
1547,Harmonics,B,228.93,323.76,6.69,237,89.81,37.94,3.24,24.49,4
1548,Normal,C,224.28,317.19,3.13,152,22.67,12.05,3.56,37.46,0
1549,Sag,C,151.88,214.8,3.52,82,89.25,32.31,4.44,20.31,1
1550,Transient,A,226.67,405.37,4.23,155,54.67,26.27,2.24,37.41,3
1551,Harmonics,C,230.97,326.64,9.31,64,80.0,48.95,1.87,22.82,4
1552,Normal,A,226.24,319.95,2.08,64,18.48,19.18,4.5,26.94,0
1553,Transient,C,232.42,399.15,6.36,240,15.5,27.02,4.25,21.98,3
1554,Swell,A,255.48,361.31,4.75,247,58.82,15.0,1.59,31.46,2
1555,Sag,C,165.51,234.07,1.7,188,93.34,6.07,1.21,39.17,1
1556,Normal,C,226.15,319.82,1.86,247,60.86,33.29,4.43,31.02,0
1557,Harmonics,C,234.79,332.04,9.9,196,88.69,31.94,3.76,33.76,4
1558,Swell,A,272.84,385.85,5.36,191,93.57,48.92,4.76,25.44,2
1559,Harmonics,B,237.47,335.83,5.64,261,31.99,9.3,2.76,33.53,4
1560,Sag,C,148.31,209.74,2.93,261,34.98,42.43,1.38,22.23,1
1561,Swell,C,281.63,398.28,5.27,260,95.4,7.74,4.59,26.09,2
1562,Normal,C,231.65,327.6,2.67,10,27.36,14.17,1.75,29.78,0
1563,Sag,C,144.33,204.11,3.93,10,22.55,30.66,3.95,30.76,1
1564,Normal,A,230.82,326.43,1.69,233,78.03,41.61,1.02,30.02,0
1565,Sag,A,136.78,193.44,2.91,27,26.32,26.41,3.61,22.92,1
1566,Sag,A,144.5,204.35,3.34,82,68.84,24.71,4.1,34.39,1
1567,Transient,B,233.67,403.15,5.48,289,44.01,41.43,4.83,27.4,3
1568,Swell,C,265.43,375.38,4.4,94,76.64,24.84,4.55,36.19,2
1569,Normal,C,229.95,325.2,1.72,87,27.14,49.22,4.23,34.2,0
1570,Transient,C,223.57,393.73,3.63,184,34.45,20.84,1.38,28.56,3
1571,Harmonics,C,228.33,322.9,5.68,67,13.63,42.22,3.43,30.48,4
1572,Sag,C,170.95,241.76,2.93,232,96.59,40.08,4.5,34.13,1
1573,Harmonics,A,226.01,319.63,12.42,75,80.65,25.46,2.97,23.73,4
1574,Swell,C,270.44,382.46,1.83,185,85.29,41.65,3.58,27.32,2
1575,Swell,C,277.12,391.91,3.8,98,19.59,10.26,3.42,39.67,2
1576,Transient,B,236.58,372.84,6.51,267,81.02,28.83,1.12,20.81,3
1577,Normal,C,231.16,326.91,1.73,264,81.98,32.47,1.9,32.26,0
1578,Swell,A,261.67,370.06,3.59,159,66.88,30.06,1.53,25.75,2
1579,Sag,A,147.58,208.71,2.19,229,41.03,26.73,1.74,29.84,1
1580,Sag,C,163.3,230.94,2.11,244,68.97,20.31,2.29,28.49,1
1581,Sag,B,138.9,196.44,1.32,241,99.48,12.57,1.58,30.07,1
1582,Normal,C,232.39,328.66,1.99,277,43.44,13.78,1.46,34.81,0
1583,Harmonics,A,231.82,327.84,13.05,31,79.01,35.18,1.2,30.88,4
1584,Transient,A,232.63,352.23,3.75,233,11.22,23.54,1.29,28.1,3
1585,Harmonics,A,226.54,320.38,8.3,49,26.82,21.0,1.94,24.89,4
1586,Swell,B,273.11,386.24,2.73,167,67.46,38.82,4.01,26.61,2
1587,Harmonics,A,237.6,336.02,10.1,254,52.16,44.84,2.45,38.65,4
1588,Swell,B,263.58,372.76,4.4,50,15.66,22.03,4.44,24.42,2
1589,Swell,A,265.33,375.23,4.1,159,75.47,18.91,2.5,29.38,2
1590,Harmonics,A,229.81,325.0,6.69,101,84.37,25.35,3.09,39.65,4
1591,Normal,A,221.61,313.4,2.57,86,68.06,20.07,4.68,33.07,0
1592,Sag,B,167.82,237.33,3.37,79,25.65,30.43,4.65,39.37,1
1593,Normal,B,219.14,309.91,1.77,53,54.87,29.0,3.64,20.83,0
1594,Harmonics,B,233.27,329.9,11.34,231,26.83,20.65,3.72,25.26,4
1595,Normal,A,233.02,329.54,1.38,248,40.79,20.09,4.94,30.44,0
1596,Harmonics,B,228.25,322.8,9.41,148,67.62,49.57,4.52,20.91,4
1597,Sag,B,147.75,208.95,3.3,101,70.93,34.6,1.85,22.34,1
1598,Normal,A,235.54,333.11,1.76,68,48.16,27.98,1.73,39.28,0
1599,Sag,A,143.36,202.74,3.47,149,16.0,45.42,2.25,31.75,1
1600,Harmonics,A,234.55,331.7,12.53,267,56.45,19.97,2.11,33.12,4
1601,Normal,C,228.58,323.26,1.51,224,61.71,19.19,3.05,24.92,0
1602,Sag,A,144.07,203.74,1.9,289,11.58,17.06,2.5,37.64,1
1603,Harmonics,B,226.0,319.61,10.83,168,36.89,47.78,1.46,26.93,4
1604,Transient,C,234.57,425.06,4.86,24,98.58,42.88,4.16,26.6,3
1605,Harmonics,C,217.21,307.18,9.2,271,87.25,13.96,4.5,24.18,4
1606,Harmonics,A,227.32,321.48,11.42,184,78.85,23.23,4.49,30.49,4
1607,Sag,B,138.46,195.81,4.1,151,93.95,18.76,1.19,33.51,1
1608,Sag,C,160.91,227.56,2.66,142,37.23,10.93,2.53,24.07,1
1609,Sag,A,168.54,238.35,4.6,111,41.73,35.09,2.55,25.1,1
1610,Swell,C,264.1,373.49,3.38,211,58.02,11.04,4.73,37.89,2
1611,Sag,A,145.47,205.73,4.31,57,41.1,21.75,3.44,25.49,1
1612,Transient,C,233.32,452.05,5.72,144,11.66,7.79,4.55,37.38,3
1613,Sag,A,140.83,199.16,3.22,147,48.47,10.1,2.73,29.15,1
1614,Swell,A,279.08,394.68,2.76,241,58.35,24.79,4.09,30.33,2
1615,Sag,B,143.73,203.26,3.98,228,46.47,46.68,2.41,29.17,1
1616,Harmonics,A,230.9,326.54,5.38,151,94.98,23.45,3.72,39.56,4
1617,Normal,B,229.57,324.66,2.57,174,89.16,31.1,2.78,35.5,0
1618,Harmonics,A,229.68,324.81,7.41,68,50.91,37.15,2.61,23.76,4
1619,Transient,C,230.4,415.68,4.69,130,27.03,32.76,4.12,31.34,3
1620,Harmonics,A,230.54,326.03,8.74,95,97.37,16.47,2.94,30.02,4
1621,Sag,B,147.22,208.21,3.55,165,54.85,42.11,4.27,35.89,1
1622,Normal,B,225.05,318.26,1.86,159,66.72,41.17,2.81,30.38,0
1623,Transient,C,227.14,435.25,7.23,12,30.18,21.16,1.92,31.59,3
1624,Sag,A,145.31,205.5,3.69,204,63.45,22.97,4.34,34.6,1
1625,Sag,C,153.23,216.69,3.79,191,68.12,14.43,2.67,37.25,1
1626,Normal,A,228.54,323.2,2.29,19,75.88,6.93,3.7,28.29,0
1627,Swell,C,253.29,358.2,1.85,220,84.02,23.6,1.06,34.65,2
1628,Normal,A,230.88,326.51,1.75,152,47.79,45.04,2.75,21.51,0
1629,Swell,B,275.32,389.36,2.84,22,16.67,26.68,4.58,23.76,2
1630,Transient,A,225.56,375.49,5.2,289,48.08,11.17,1.64,21.54,3
1631,Swell,B,268.02,379.03,3.56,185,59.07,17.48,3.2,22.29,2
1632,Sag,A,166.68,235.73,3.31,152,32.16,35.14,2.29,30.18,1
1633,Transient,B,232.07,404.85,5.1,286,11.65,16.28,1.92,25.0,3
1634,Swell,B,278.18,393.41,3.51,87,40.4,8.22,4.77,35.47,2
1635,Harmonics,C,224.59,317.61,6.84,280,95.7,48.14,3.9,37.68,4
1636,Normal,B,236.87,334.98,1.96,176,37.06,30.71,1.6,35.68,0
1637,Harmonics,C,226.94,320.94,8.89,92,83.04,35.33,1.97,30.73,4
1638,Swell,A,278.21,393.45,3.26,271,48.85,19.95,2.65,32.06,2
1639,Normal,B,225.79,319.32,2.15,227,89.89,33.71,4.41,27.22,0
1640,Normal,A,232.25,328.46,1.56,191,99.14,21.84,4.04,29.05,0
1641,Swell,A,278.76,394.22,4.21,140,62.2,15.69,2.59,35.17,2
1642,Swell,B,281.45,398.04,2.93,63,45.68,11.92,4.45,23.96,2
1643,Transient,C,230.41,385.71,3.76,223,55.36,14.14,1.27,23.43,3
1644,Swell,A,268.55,379.78,3.42,33,56.04,36.8,1.77,33.77,2
1645,Harmonics,A,230.51,325.99,7.16,248,34.43,34.06,1.92,38.33,4
1646,Harmonics,C,230.96,326.62,12.21,111,44.55,26.23,4.48,28.3,4
1647,Sag,B,160.77,227.37,1.9,95,72.03,7.96,2.87,33.25,1
1648,Swell,C,280.96,397.33,3.49,261,17.56,45.06,2.89,34.88,2
1649,Swell,B,280.93,397.3,3.35,266,11.16,9.95,2.45,31.6,2
1650,Transient,A,231.5,387.53,5.13,205,55.28,8.48,3.73,27.03,3
1651,Sag,B,146.67,207.42,2.4,25,25.21,44.73,3.29,37.35,1
1652,Transient,B,230.15,393.44,4.27,185,21.33,25.12,3.28,32.11,3
1653,Swell,A,272.21,384.96,2.9,70,22.32,47.11,4.82,37.13,2
1654,Swell,B,273.96,387.44,3.07,294,16.29,23.86,3.33,22.94,2
1655,Sag,B,120.58,170.52,1.57,95,92.94,23.8,4.46,22.19,1
1656,Normal,B,236.95,335.1,2.98,212,56.22,32.43,1.77,25.47,0
1657,Sag,A,160.0,226.27,3.87,145,90.79,48.49,2.45,33.02,1
1658,Harmonics,B,221.69,313.52,7.38,267,73.96,49.17,3.85,28.37,4
1659,Swell,B,259.46,366.93,4.23,155,43.62,8.49,3.39,32.95,2
1660,Harmonics,C,230.1,325.41,5.56,151,32.27,32.02,2.03,26.67,4
1661,Harmonics,C,225.97,319.57,8.9,214,43.99,44.11,2.55,27.0,4
1662,Transient,A,237.0,398.39,4.67,248,60.63,30.18,1.66,25.62,3
1663,Transient,C,227.98,382.25,3.98,264,55.98,14.64,3.21,39.58,3
1664,Transient,B,225.17,383.76,4.0,225,92.16,14.1,3.17,32.74,3
1665,Transient,A,223.12,399.03,4.62,173,46.11,40.8,4.05,22.68,3
1666,Normal,B,233.35,330.01,1.82,62,82.54,14.42,2.17,23.85,0
1667,Sag,B,160.27,226.65,2.74,210,99.35,48.16,1.02,20.95,1
1668,Harmonics,C,218.69,309.27,14.0,62,45.01,49.92,4.91,39.23,4
1669,Harmonics,A,222.11,314.11,15.99,62,99.46,29.46,2.89,39.09,4
1670,Harmonics,A,226.94,320.95,12.36,116,34.44,6.49,3.07,23.93,4
1671,Normal,B,231.98,328.07,2.05,228,42.64,47.11,3.26,22.57,0
1672,Harmonics,B,231.35,327.17,13.63,72,38.57,12.0,1.3,34.77,4
1673,Swell,B,252.89,357.64,2.01,88,92.5,15.5,4.12,32.45,2
1674,Sag,B,137.07,193.85,4.35,158,94.25,43.16,4.68,28.98,1
1675,Sag,A,152.18,215.21,2.62,96,97.69,20.5,3.59,27.85,1
1676,Normal,A,224.54,317.54,2.6,189,29.67,33.15,2.57,39.79,0
1677,Transient,A,227.11,373.46,4.09,249,93.81,43.27,1.27,39.87,3
1678,Swell,C,272.19,384.94,3.85,98,30.98,39.08,3.34,35.65,2
1679,Transient,C,228.31,375.25,4.16,27,98.29,5.9,3.19,26.83,3
1680,Sag,A,143.01,202.25,2.98,42,92.16,25.98,2.3,35.31,1
1681,Normal,C,220.34,311.61,1.55,177,40.34,6.41,1.61,22.84,0
1682,Harmonics,B,228.21,322.73,13.42,156,66.0,5.55,2.95,32.88,4
1683,Transient,C,222.61,403.3,5.36,261,53.03,35.32,3.29,39.74,3
1684,Swell,A,293.36,414.87,3.39,113,26.81,33.1,3.72,29.75,2
1685,Normal,B,229.94,325.19,1.3,173,28.05,45.0,2.29,20.27,0
1686,Normal,C,220.65,312.04,2.08,159,51.99,45.4,1.6,36.52,0
1687,Harmonics,A,232.41,328.68,10.51,83,82.2,28.83,3.74,32.46,4
1688,Normal,C,224.32,317.24,2.73,256,30.89,24.65,4.42,23.55,0
1689,Swell,B,269.95,381.77,2.63,30,60.03,5.93,1.41,26.95,2
1690,Transient,B,228.33,380.04,4.6,239,71.78,14.71,3.84,38.7,3
1691,Sag,B,156.44,221.23,3.26,90,13.69,44.61,1.27,37.35,1
1692,Normal,C,233.41,330.09,0.93,89,12.06,43.8,1.63,30.29,0
1693,Transient,A,231.24,398.12,9.14,271,90.49,15.41,1.76,24.56,3
1694,Harmonics,A,228.64,323.35,6.23,113,43.2,18.22,4.31,32.77,4
1695,Sag,A,151.83,214.71,3.78,189,60.7,8.43,3.61,30.53,1
1696,Normal,C,231.06,326.76,2.1,22,26.48,32.27,1.85,32.28,0
1697,Normal,B,228.22,322.76,1.73,81,71.84,27.44,1.76,31.05,0
1698,Transient,C,224.96,385.18,8.33,264,65.89,24.17,4.56,24.7,3
